"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","620","Confirm Products Endpoint Responds with HTTP 200","webkit","2026-06-06","passed","2026-06-06","","","",""
"","1098","Confirm Subscription Block Renders on Payment Gateway View","firefox","2026-06-06","passed","2026-06-06","","","",""
"","2546","Check Catalog Items Visibility","webkit","2026-06-06","passed","2026-06-06","","","",""
"","5933","Confirm Subscription Block Renders on Payment Gateway View","webkit","2026-06-06","passed","2026-06-06","","","",""
"","5258","Confirm Footer Section on Delivery Page inside Delivery layout","chromium","2026-06-06","passed","2026-06-06","","","",""
"","2216","Check Catalog Search Keyword Result Rendering","chromium","2026-06-06","passed","2026-06-06","","","",""
"","1636","Confirm Shopping Cart Label Appears on Basket Page","firefox","2026-06-06","passed","2026-06-06","","","",""
"","1299","Verify Basket Page Accessible Without Authentication","firefox","2026-06-06","passed","2026-06-06","","","",""
"","1057","Check Home Navigation Link Click from Login Page","chromium","2026-06-06","passed","2026-06-06","","","",""
"","5757","Verify Basket Link Routes to Cart View Page","webkit","2026-06-06","passed","2026-06-06","","","",""
"","5372","Confirm Help Request Form Elements Rendered","chromium","2026-06-06","passed","2026-06-06","","","",""
"","896","Check Contact Us Link Visibility in Delivery context","firefox","2026-06-06","passed","2026-06-06","","","",""
"","5699","Confirm Cart Section Renders on Payment Gateway View","chromium","2026-06-06","passed","2026-06-06","","","",""
"","538","Check Login Form Header Banner Visibility","chromium","2026-06-06","passed","2026-06-06","","","",""
"","2448","Storefront Keyword Lookup: Polo","chromium","2026-06-06","passed","2026-06-06","","","",""
"","8460","Confirm Products Catalog Link on Payment Gateway View","webkit","2026-06-06","passed","2026-06-06","","","",""
"","1661","Registration Attempt for: Blank Name","firefox","2026-06-06","passed","2026-06-06","","","",""
"","5746","Check Contact Us Link Visibility in Delivery context","webkit","2026-06-06","passed","2026-06-06","","","",""
"","2466","Confirm Footer Section Renders on Payment Gateway View","firefox","2026-06-06","passed","2026-06-06","","","",""
"","1861","Confirm Item Detail Page Renders Successfully","firefox","2026-06-06","passed","2026-06-06","","","",""
"","5910","Check Route Navigation to Auth Form from Header Link","chromium","2026-06-06","passed","2026-06-06","","","",""
"","5622","Confirm Top Menu on Profile View Presence in login view","webkit","2026-06-06","passed","2026-06-06","","","",""
"","5384","Check Password Field Presence inside Auth Page","chromium","2026-06-06","passed","2026-06-06","","","",""
"","3824","Check Catalog Search Keyword Result Rendering","webkit","2026-06-06","passed","2026-06-06","","","",""
"","1173","Check Login Form Header Banner Visibility","firefox","2026-06-06","passed","2026-06-06","","","",""
"","1110","Ensure New User Registration Heading Renders","firefox","2026-06-06","passed","2026-06-06","","","",""
"","6877","Initiate Order Flow and Confirm Checkout Button Appears","chromium","2026-06-06","passed","2026-06-06","","","",""
"","7379","Place First Listed Item into Shopping Basket","firefox","2026-06-06","passed","2026-06-06","","","",""
"","2914","Check Condition Label inside Product Details Page","chromium","2026-06-06","passed","2026-06-06","","","",""
"","5982","Confirm Products Catalog Link Present on Basket Page","webkit","2026-06-06","passed","2026-06-06","","","",""
"","5792","Confirm Basket Page Tab Title Matches Application Name","webkit","2026-06-06","passed","2026-06-06","","","",""
"","5806","Check Document Title For Basket / Delivery Page","webkit","2026-06-06","passed","2026-06-06","","","",""
"","9683","Confirm Cart Section Renders on Payment Gateway View","webkit","2026-06-06","passed","2026-06-06","","","",""
"","631","Check URL Route For Login / Registration Page","chromium","2026-06-06","passed","2026-06-06","","","",""
"","9444","Search for Product Then Add Result to Basket","webkit","2026-06-06","passed","2026-06-06","","","",""
"","1101","Check Catalog Search Layout Frame visibility","chromium","2026-06-06","passed","2026-06-06","","","",""
"","5967","Confirm Basket Page Loads and Cart Label Displays","chromium","2026-06-06","passed","2026-06-06","","","",""
"","469","Check Password Field Presence inside Auth Page","firefox","2026-06-06","passed","2026-06-06","","","",""
"","940","Confirm Page Footer Renders on Basket View","firefox","2026-06-06","passed","2026-06-06","","","",""
"","5280","Ensure Newsletter Subscription Section Renders on Auth Screen","chromium","2026-06-06","passed","2026-06-06","","","",""
"","7055","Verify Added Product Appears in Basket View","chromium","2026-06-06","passed","2026-06-06","","","",""
"","8","Confirm Stored Session Keeps User Signed In","chromium","2026-06-06","failed","2026-06-06","","","",""
"","5430","Ensure Auth Navigation Link Visible When Logged Out","chromium","2026-06-06","passed","2026-06-06","","","",""
"","5398","Check Document Title For Authentication Window","chromium","2026-06-06","passed","2026-06-06","","","",""
"","338","Confirm Brands Endpoint Responds with HTTP 200","firefox","2026-06-06","passed","2026-06-06","","","",""
"","5551","Confirm Home Navigation Link Present on Basket Page","chromium","2026-06-06","passed","2026-06-06","","","",""
"","5521","Confirm Auth Page Document Title Matches Expected","chromium","2026-06-06","passed","2026-06-06","","","",""
"","713","Check Signup Form Header Banner Visibility on login view","firefox","2026-06-06","passed","2026-06-06","","","",""
"","1160","Check Document Title For Basket / Delivery Page","firefox","2026-06-06","passed","2026-06-06","","","",""
"","6301","Check Detail Page URL Route Structure","webkit","2026-06-06","passed","2026-06-06","","","",""
"","1280","Verify Basket Page Shows Navigation Breadcrumb","firefox","2026-06-06","passed","2026-06-06","","","",""
"","1786","Check Redirect route to Basket from Navbar","firefox","2026-06-06","passed","2026-06-06","","","",""
"","5709","Check Email Field Presence inside Auth Page","chromium","2026-06-06","passed","2026-06-06","","","",""
"","5739","Confirm Top Menu Bar on Delivery Page in Delivery context","webkit","2026-06-06","passed","2026-06-06","","","",""
"","1025","Check Catalog Route Redirection Check","chromium","2026-06-06","passed","2026-06-06","","","",""
"","1518","Confirm Products Catalog Link Present on Basket Page","firefox","2026-06-06","passed","2026-06-06","","","",""
"","1067","Check Catalog Navigation Header Link in Auth view","firefox","2026-06-06","passed","2026-06-06","","","",""
"","1126","Verify Confirmation Popup Closes After Keep Shopping Click","chromium","2026-06-06","passed","2026-06-06","","","",""
"","5923","Confirm Contact Support Nav Link Present on Basket Page","webkit","2026-06-06","passed","2026-06-06","","","",""
"","5337","Confirm Basket Page Tab Title Matches Application Name","chromium","2026-06-06","passed","2026-06-06","","","",""
"","6652","Sign-in attempt using: random.fake.addr@hotmail.com","webkit","2026-06-06","passed","2026-06-06","Parameterized Sign-In Outcome Verification","","",""
"","5239","Confirm Subscription Block Renders on Payment Gateway View","chromium","2026-06-06","passed","2026-06-06","","","",""
"","1504","Complete Help Request Submission and Verify Success","webkit","2026-06-06","passed","2026-06-06","","","",""
"","2932","Storefront Keyword Lookup: Saree","firefox","2026-06-06","passed","2026-06-06","","","",""
"","1613","Sign-In Workflow for Account: missing.pwd.field@outlook.com","webkit","2026-06-06","passed","2026-06-06","","","",""
"","1166","Confirm Basket Page URL Route Resolves Correctly","firefox","2026-06-06","passed","2026-06-06","","","",""
"","5542","Check Subscription Footer Area Visibility inside Auth View","webkit","2026-06-06","passed","2026-06-06","","","",""
"","5407","Confirm Subject Line Input Renders on Help Desk Page","firefox","2026-06-06","passed","2026-06-06","","","",""
"","6010","Check Email Field Presence inside Auth Page","webkit","2026-06-06","passed","2026-06-06","","","",""
"","5527","Verify Basket Page Shows Navigation Breadcrumb","chromium","2026-06-06","passed","2026-06-06","","","",""
"","801","Check Catalog Items Visibility","chromium","2026-06-06","passed","2026-06-06","","","",""
"","5811","Confirm Message Textarea Renders on Help Desk Page","firefox","2026-06-06","passed","2026-06-06","","","",""
"","1387","Confirm Top Navigation Menu Present on Basket Page","firefox","2026-06-06","passed","2026-06-06","","","",""
"","3265","Check Details Page Item Title visibility","chromium","2026-06-06","passed","2026-06-06","","","",""
"","5584","Confirm Submit Action Button Renders on Help Desk Page","webkit","2026-06-06","passed","2026-06-06","","","",""
"","5390","Check Contact Us Link Visibility in Auth Context","chromium","2026-06-06","passed","2026-06-06","","","",""
"","953","Ensure Newsletter Subscription Section Renders on Auth Screen","firefox","2026-06-06","passed","2026-06-06","","","",""
"","5216","Confirm Subject Line Input Renders on Help Desk Page","chromium","2026-06-06","passed","2026-06-06","","","",""
"","6330","Check Initialization and Title of App Homepage","firefox","2026-06-06","passed","2026-06-06","","","",""
"","553","Fetch Products Catalog and Validate Payload Exists","chromium","2026-06-06","passed","2026-06-06","","","",""
"","6598","Check Route Navigation to Auth Form from Header Link","firefox","2026-06-06","passed","2026-06-06","","","",""
"","3056","Confirm Products Catalog Link on Payment Gateway View","firefox","2026-06-06","passed","2026-06-06","","","",""
"","3361","Check Details Page Price visibility","chromium","2026-06-06","passed","2026-06-06","","","",""
"","429","Fetch Brands Catalog and Validate Payload","webkit","2026-06-06","passed","2026-06-06","","","",""
"","753","Confirm Contact Support Nav Link Present on Basket Page","chromium","2026-06-06","passed","2026-06-06","","","",""
"","5686","Confirm Products Catalog Link on Payment Gateway View","chromium","2026-06-06","passed","2026-06-06","","","",""
"","7154","Check Redirect route to Basket from Navbar","webkit","2026-06-06","passed","2026-06-06","","","",""
"","2089","Check Home Navigation Link Click from Login Page","webkit","2026-06-06","passed","2026-06-06","","","",""
"","1287","Confirm Contact Support Nav Link Present on Basket Page","firefox","2026-06-06","passed","2026-06-06","","","",""
"","6174","Confirm Shopping Cart Label Appears on Basket Page","webkit","2026-06-06","passed","2026-06-06","","","",""
"","8080","Verify Added Product Appears in Basket View","webkit","2026-06-06","passed","2026-06-06","","","",""
"","1595","Check Catalog Route Redirection Check","firefox","2026-06-06","passed","2026-06-06","","","",""
"","3165","Storefront Keyword Lookup: Saree","chromium","2026-06-06","passed","2026-06-06","","","",""
"","6007","Verify Newsletter Subscription Area on Basket Page","webkit","2026-06-06","passed","2026-06-06","","","",""
"","1166","Check Home Page Link Presence in Header Menu for Delivery","firefox","2026-06-06","passed","2026-06-06","","","",""
"","909","Verify Shopping Cart Heading Appears on Basket Page","firefox","2026-06-06","passed","2026-06-06","","","",""
"","3004","Storefront Keyword Lookup: Jeans","firefox","2026-06-06","passed","2026-06-06","","","",""
"","5536","Verify Basket Page URL Contains Expected Path","chromium","2026-06-06","passed","2026-06-06","","","",""
"","5588","Confirm Name Input Renders on Help Desk Page","chromium","2026-06-06","passed","2026-06-06","","","",""
"","5603","Ensure Email Address Input Renders on Auth Screen","webkit","2026-06-06","passed","2026-06-06","","","",""
"","846","Ensure Password Input Renders on Auth Screen","firefox","2026-06-06","passed","2026-06-06","","","",""
"","5672","Confirm Help Desk Page Document Title","firefox","2026-06-06","passed","2026-06-06","","","",""
"","2372","Search for Product Then Add Result to Basket","chromium","2026-06-06","passed","2026-06-06","","","",""
"","854","Check Initialization and Title of App Homepage","chromium","2026-06-06","passed","2026-06-06","","","",""
"","5783","Confirm Shopping Cart Label Appears on Basket Page","chromium","2026-06-06","passed","2026-06-06","","","",""
"","5442","Confirm Help Request Form Elements Rendered","webkit","2026-06-06","passed","2026-06-06","","","",""
"","5204","Confirm Help Desk Page Document Title","chromium","2026-06-06","passed","2026-06-06","","","",""
"","5604","Confirm Help Desk Page URL Path","firefox","2026-06-06","passed","2026-06-06","","","",""
"","5316","Verify Newsletter Subscription Area on Basket Page","chromium","2026-06-06","passed","2026-06-06","","","",""
"","5985","Registration Attempt for: Abhishek Das","chromium","2026-06-06","passed","2026-06-06","","","",""
"","1159","Check Redirect route to Basket from Navbar","chromium","2026-06-06","passed","2026-06-06","","","",""
